"mapId","level","classId","party","routeScope","seeds","eligibleForAcceptance","leaderXpPerMinute","aggregateXpCreditsPerMinute","killsPerMinute","travelPercent","respawnWaitingPercent","recoveryPercent","damageTakenPerMinute","consumableCostPerMinute","deaths","companionDowns","companionDownMemberSeconds","visitedPlatformCount","routePlatformCount","stuckSeconds","cohortMapCount","cohortMedianXpPerMinute","deviationFromCohortMedianPercent","pacingWithinTarget","acceptanceNote","layoutRole","xpWithinTarget","dangerAdvantagePercent","comparisonCohortEligible","referenceMapCount","minimumSeedXpPerMinute","maximumSeedXpPerMinute","currencyPerMinute","pickedUpStacksPerMinute","potionUsesPerMinute","damageDealtPerMinute","materialsCollectedPerMinute","consumablesCollectedPerMinute","equippableEquipmentPerMinute","potentialEquipmentResalePerMinute","leaderDamageTakenPerMinute","travelSeconds","respawnWaitingSeconds","enemyHealingPerMinute","rawMovingPercent","engagedPursuitPercent","beforeXpPerMinute","pairedChangePercent","diagnosticChangePercent","comparisonEligibleForAcceptance","matchedResolvedRoute","status","mapName"
"banditRidgeCamp","28","fighter","true","main","3","true","15065.867","25030.133","44.067","18.033","0","0","202.933","974.667","0","47","61.4","4","4","0","3","12498.667","20.54","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","20.54","true","1","14567.2","15919.2","5918.267","44.867","11.467","41858.533","41.467","0.667","0.2","67.333","202.933","54.1","0","0","59.707","54.241","15311.933","-1.607","-1.607","true","true","requires-tuning","Bandit Ridge Camp"
"orebackQuarry","28","fighter","false","main","3","true","13322.867","13322.867","30.6","36.948","0","0","153.933","1003","0","0","0","4","4","0","3","11409.867","16.766","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true","16.766","true","1","12689.2","13757.8","4186.733","29.333","11.8","39513.533","48.467","0.4","0.067","16.667","153.933","110.844","0","0","55.744","28.193","11834.267","12.579","12.579","true","true","requires-tuning","Oreback Quarry"
"orebackQuarry","28","mage","false","main","3","true","12782.2","12782.2","29.533","34.056","0.015","0","444.8","1201.333","0","0","0","4","4","0","3","13923","-8.194","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-8.194","true","1","12299.2","13098.4","3954.133","22.8","14.133","38134.467","36.667","0.267","0.133","30.133","444.8","102.166","0.044","25.867","38.804","5.256","11667.867","9.55","9.55","true","true","requires-tuning","Oreback Quarry"
"orebackQuarry","28","archer","false","main","3","true","14282.733","14282.733","32.933","34.078","0.033","0","448.667","1388.333","0","0","0","4","4","0.322","3","13524.133","5.609","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","5.609","true","1","13845.2","15057","4310.8","24.133","16.333","43701","37.267","0.4","0.067","2.267","448.667","102.233","0.1","28.2","37.933","5.026","12528.8","13.999","13.999","true","true","requires-tuning","Oreback Quarry"
"orebackQuarry","28","guardian","false","main","3","true","11381.533","11381.533","26.733","34.607","0","0","231.467","640.333","0","0","0","4","4","0","3","11661.067","-2.397","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-2.397","true","1","10741","11746.2","3557.067","26.067","7.533","32125.267","42.2","0.467","0.133","13.2","231.467","103.822","0","78","51.744","22.156","10682.2","6.547","6.547","true","true","requires-tuning","Oreback Quarry"
"orebackQuarry","28","berserker","false","main","3","true","12708.867","12708.867","29.267","34.13","0.026","0","203.267","878.333","0","0","0","4","4","0","3","11576.2","9.784","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","9.784","true","1","12511.6","13039.2","3976","29","10.333","37650.6","44.6","0.467","0.067","3.2","203.267","102.389","0.078","19.467","51.611","22.644","11179.133","13.684","13.684","true","true","requires-tuning","Oreback Quarry"
"orebackQuarry","28","duelist","false","main","3","true","12029.2","12029.2","27.733","29.463","0.007","0","287.733","1025.667","0","0","0","4","4","0","3","12002.733","0.221","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","0.221","true","1","11929.8","12222.8","3771.867","25.867","12.067","35774","42.733","0.4","0","0","287.733","88.389","0.022","97.067","44.467","20.119","10451.533","15.095","15.095","true","true","requires-tuning","Oreback Quarry"
"orebackQuarry","28","fireMage","false","main","3","true","11855.6","11855.6","27.333","27.941","0.037","0","564.133","1246.667","0","0","0","4","4","0","3","12646.4","-6.253","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-6.253","true","1","11636.6","11985.6","3636.667","21.733","14.667","33238.2","34.533","0.267","0.133","19.333","564.133","83.822","0.111","9.733","32.496","3.996","10816.333","9.608","9.608","true","true","requires-tuning","Oreback Quarry"
"orebackQuarry","28","runeMage","false","main","3","true","13173.933","13173.933","30.4","34.478","0","0","329.6","1195.667","0","0","0","4","4","0","3","12581.8","4.706","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","4.706","true","1","12679.2","13880.6","4047.933","25.4","14.067","38969.8","42.6","0.4","0","10.267","329.6","103.433","0","76.733","44.1","13.748","11730.467","12.305","12.305","true","true","requires-tuning","Oreback Quarry"
"orebackQuarry","28","stormMage","false","main","3","true","10308.333","10308.333","24.067","28.148","0","0","481.533","1229.667","0","0","0","4","4","1.489","3","12191.067","-15.444","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-15.444","true","1","10054","10563.8","3202.133","17.4","14.467","28004.333","28.067","0.267","0","10.267","481.533","84.444","0","4.667","29.77","2.841","10003.667","3.046","3.046","true","true","requires-tuning","Oreback Quarry"
"orebackQuarry","28","sniper","false","main","3","true","9017.333","9017.333","20.733","21.774","0.059","0","715.067","1133.333","0","0","0","4","4","0","3","10902.467","-17.291","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-17.291","true","1","8806.4","9393.2","2727.933","15.4","13.333","25397.467","26.2","0.267","0","0","715.067","65.322","0.178","9.733","26.141","1.57","8583.533","5.054","5.054","true","true","requires-tuning","Oreback Quarry"
"orebackQuarry","28","trapper","false","main","3","true","10997.533","10997.533","25.4","29.397","0","0","449.133","986","0","0","0","4","4","0","3","11796.333","-6.772","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-6.772","true","1","10860.8","11080.2","3391.133","22","11.6","29615.8","36.133","0.533","0","0","449.133","88.189","0","110","40.748","11.996","10368.333","6.068","6.068","true","true","requires-tuning","Oreback Quarry"
"orebackQuarry","28","beastArcher","false","main","3","true","11094.667","11094.667","25.467","25.426","0.026","0","578.933","1054","0","0","0","4","4","0","3","12340.667","-10.097","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-10.097","true","1","10654","11754.6","3400.333","17.2","12.4","32067.133","28.4","0.133","0","0","578.933","76.278","0.078","18","28.904","2.015","9385.8","18.207","18.207","true","true","requires-tuning","Oreback Quarry"
"orebackQuarry","28","fighter","true","main","3","true","15447.267","25690.8","35.533","34.059","0","0","193.333","1048.333","0","70","92.922","4","4","0","3","12498.667","23.591","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","23.591","true","1","15247.6","15664.2","4824.2","34.533","12.333","47708.8","57.6","0.333","0","0","193.333","102.178","0","28.2","54.074","29.759","13895.933","11.164","11.164","true","true","requires-tuning","Oreback Quarry"
"ashglassPass","50","fighter","false","main","3","true","22867.6","22867.6","35","34.178","0.107","0","223.533","949.333","0","0","0","4","4","0","2","25016.933","-8.592","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-8.592","true","1","22397.6","23514.2","7871.933","33.933","5.933","53341.267","49.333","0.333","0","0","223.533","102.533","0.322","0","57.83","34.341","18603.6","22.92","22.92","true","true","requires-tuning","Ashglass Pass"
"ashglassPass","50","mage","false","main","3","true","25186.733","25186.733","38.867","30.589","0.278","0","219.267","1056","0","0","0","4","4","0","2","24981.933","0.82","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","0.82","true","1","23991.8","27383.2","8682.333","32.2","6.6","59373","46.733","0.4","0.067","13.733","219.267","91.767","0.833","0","34.541","6.696","19764.067","27.437","27.437","true","true","requires-tuning","Ashglass Pass"
"ashglassPass","50","archer","false","main","3","true","27777.333","27777.333","42.667","37.181","0.63","0","252.4","1173.333","0","0","0","4","4","0","2","27023.4","2.79","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","2.79","true","1","25606","30122.6","9463.733","29.867","7.333","64082.467","42.867","0.467","0","28.8","252.4","111.544","1.889","0","38.222","4.737","19560","42.011","42.011","true","true","requires-tuning","Ashglass Pass"
"ashglassPass","50","guardian","false","main","3","true","23719.4","23719.4","36.4","34.863","0.237","0","140.4","885.333","0","0","0","4","4","0","2","26280.867","-9.747","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-9.747","true","1","23230","24136.8","8168.733","35.733","5.533","61691.4","51.333","0.533","0","15.2","140.4","104.589","0.711","0","61.574","33.848","19249.2","23.223","23.223","true","true","requires-tuning","Ashglass Pass"
"ashglassPass","50","berserker","false","main","3","true","23649.533","23649.533","36.267","38.607","0.307","0","203.733","896","0","0","0","4","4","0","2","26618.933","-11.155","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-11.155","true","1","22910.2","24673.4","8087.333","36.4","5.6","59446","52.333","0.6","0","16.133","203.733","115.822","0.922","0","63.585","32.511","19029.067","24.281","24.281","true","true","requires-tuning","Ashglass Pass"
"ashglassPass","50","duelist","false","main","3","true","22701.533","22701.533","34.8","32.296","0.548","0","287.933","842.667","0","0","0","4","4","0","2","23718.267","-4.287","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-4.287","true","1","21947.6","23688.2","7857.4","35.4","5.267","51815.6","49.733","0.533","0.133","52.133","287.933","96.889","1.645","0","55.67","32.333","19455.467","16.685","16.685","true","true","requires-tuning","Ashglass Pass"
"ashglassPass","50","fireMage","false","main","3","true","27105.733","27105.733","41.667","46.519","1.17","0","159.867","1024","0","0","0","4","4","0","2","29720.4","-8.798","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-8.798","true","1","25141.8","28576","9246.733","31.8","6.4","61351.6","44.733","0.467","0","0","159.867","139.556","3.511","0","49.844","8.622","22290.8","21.601","21.601","true","true","requires-tuning","Ashglass Pass"
"ashglassPass","50","runeMage","false","main","3","true","26856.667","26856.667","41.2","41.185","1.078","0","189.067","1024","0","0","0","4","4","0","2","27978.867","-4.011","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-4.011","true","1","23952.2","29201.2","9213.2","37.2","6.4","64774.133","54","0.133","0.067","34.8","189.067","123.556","3.233","0","54.411","20.981","22725.867","18.177","18.177","true","true","requires-tuning","Ashglass Pass"
"ashglassPass","50","stormMage","false","main","3","true","25328.867","25328.867","38.933","35.018","0.304","0","230.333","981.333","0","0","0","4","4","0","2","25841.733","-1.985","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-1.985","true","1","24281.2","25882.4","8747.933","32.867","6.133","56173.6","45.933","0.6","0.067","18.133","230.333","105.056","0.911","0","39.145","8.085","18989.133","33.386","33.386","true","true","requires-tuning","Ashglass Pass"
"ashglassPass","50","sniper","false","main","3","true","28052.133","28052.133","43.2","28.345","0.096","0","375.067","1536","0","0","0","4","4","0","2","25495.4","10.028","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true","10.028","true","1","27716","28316.6","9574.333","32.267","9.6","64772.667","47.533","0.4","0.067","14.8","375.067","85.033","0.289","0","29.959","3.689","19411.933","44.51","44.51","true","true","within-numerical-targets","Ashglass Pass"
"ashglassPass","50","trapper","false","main","3","true","25087.8","25087.8","38.667","35.929","0.548","0","257.867","896","0","0","0","4","4","0.2","2","25537.2","-1.76","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-1.76","true","1","24402","25459.2","8645.133","36.533","5.6","54330.467","53.2","0.6","0","29.467","257.867","107.789","1.644","0","58.052","27.948","18012.267","39.282","39.282","true","true","requires-tuning","Ashglass Pass"
"ashglassPass","50","beastArcher","false","main","3","true","26476.933","26476.933","40.733","25.385","0.163","0","320.8","821.333","0","0","0","4","4","0","2","25927.267","2.12","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","2.12","true","1","25512.4","27931.6","9118.467","29.2","5.133","60938.333","40.2","0.467","0","51.6","320.8","76.156","0.489","0","28.574","5.155","17805.8","48.698","48.698","true","true","requires-tuning","Ashglass Pass"
"ashglassPass","50","fighter","true","main","3","true","23570.867","39233.667","35.867","37.537","0.311","0","203.267","874.667","0","86","114.811","4","4","0.1","2","26058","-9.545","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","false","-9.545","true","1","22379.2","24172.4","8129.467","35.933","5.467","57206.667","51.333","0.267","0.067","17.6","203.267","112.611","0.933","0","62.211","35.493","19930.133","18.267","18.267","true","true","requires-tuning","Ashglass Pass"
"frostfenOutskirts","50","fighter","false","main","3","true","25016.933","25016.933","36.867","29.8","0","0","307.4","992","0","0","0","4","4","0.411","2","25016.933","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","24254","25634","8227.267","36.733","6.2","53115.333","52.867","0.4","0.067","57.067","307.4","89.4","0","0","58.715","38.359","22008.067","13.672","13.672","true","true","within-numerical-targets","Frostfen Outskirts"
"frostfenOutskirts","50","mage","false","main","3","true","24981.933","24981.933","36.933","22.426","0","0","391.133","1045.333","0","0","0","4","4","0.689","2","24981.933","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","24180.2","25447.8","8115.533","28.4","6.533","54018.6","39.2","0.667","0.2","40.933","391.133","67.278","0","0","40.67","19.27","22115.933","12.959","12.959","true","true","within-numerical-targets","Frostfen Outskirts"
"frostfenOutskirts","50","archer","false","main","3","true","27023.4","27023.4","40.267","22.478","0","0","417.6","1226.667","0","0","0","4","4","0","2","27023.4","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","23928.4","30250.8","8973.667","25.8","7.667","60319.6","36.667","0.533","0.067","13.333","417.6","67.433","0","0","34.459","13.526","20526.933","31.649","31.649","true","true","within-numerical-targets","Frostfen Outskirts"
"frostfenOutskirts","50","guardian","false","main","3","true","26280.867","26280.867","38.6","26.874","0","0","187.333","917.333","0","0","0","4","4","0","2","26280.867","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","25944.2","26624.6","8772.733","38.8","5.733","63757.933","54","0.467","0.267","37.6","187.333","80.622","0","0","61.152","39.407","22441.133","17.11","17.11","true","true","within-numerical-targets","Frostfen Outskirts"
"frostfenOutskirts","50","berserker","false","main","3","true","26618.933","26618.933","39.133","30.185","0","0","304.733","896","0","0","0","4","4","0","2","26618.933","0","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","26035.2","27784","8840.333","36.467","5.6","62783.467","49.867","0.6","0.333","62.933","304.733","90.556","0","0","61.967","38.489","21810","22.049","22.049","true","true","requires-tuning","Frostfen Outskirts"
"frostfenOutskirts","50","duelist","false","main","3","true","23718.267","23718.267","34.733","25.356","0","0","369.8","917.333","0","0","0","4","4","0","2","23718.267","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","22360.4","24970.6","7803.467","34","5.733","52546.067","48.933","0.4","0.067","16.4","369.8","76.067","0","0","54.63","36.678","20919.4","13.379","13.379","true","true","within-numerical-targets","Frostfen Outskirts"
"frostfenOutskirts","50","fireMage","false","main","3","true","29720.4","29720.4","43.467","28.563","0","0","341.8","1130.667","0","0","0","4","4","0","2","29720.4","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","28586.4","31719.6","9703.933","29","7.067","66176.867","41.333","0.467","0.2","43.733","341.8","85.689","0","0","44.956","19.3","24676.067","20.442","20.442","true","true","within-numerical-targets","Frostfen Outskirts"
"frostfenOutskirts","50","runeMage","false","main","3","true","27978.867","27978.867","40.333","30.426","0","0","399.8","1120","0","0","0","4","4","0","2","27978.867","0","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","26502.8","28746.4","9062.4","31.733","7","66202.067","44.2","0.333","0.2","40.933","399.8","91.278","0","0","54.478","30.367","25222.4","10.929","10.929","true","true","requires-tuning","Frostfen Outskirts"
"frostfenOutskirts","50","stormMage","false","main","3","true","25841.733","25841.733","37.533","23.122","0","0","464.533","1077.333","0","0","0","4","4","0.511","2","25841.733","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","25350.4","26617.6","8414.867","26.667","6.733","53939","37.933","0.133","0.067","14.133","464.533","69.366","0","0","39.219","18.17","23062.867","12.049","12.049","true","true","within-numerical-targets","Frostfen Outskirts"
"frostfenOutskirts","50","sniper","false","main","3","true","25495.4","25495.4","37.4","19.259","0","0","486.333","1504","0","0","0","4","4","0","2","25495.4","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","23978","26903.2","8352.333","22.2","9.4","56142.467","29.867","0.333","0.067","3.2","486.333","57.778","0","0","31.567","12.663","20346.4","25.307","25.307","true","true","within-numerical-targets","Frostfen Outskirts"
"frostfenOutskirts","50","trapper","false","main","3","true","25537.2","25537.2","37.067","28.396","0","0","395.133","938.667","0","0","0","4","4","0","2","25537.2","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","25257","26060.6","8450.2","34.267","5.867","54394.4","47.267","0.333","0","12.533","395.133","85.189","0","0","58.307","33.004","23377.933","9.236","9.236","true","true","within-numerical-targets","Frostfen Outskirts"
"frostfenOutskirts","50","beastArcher","false","main","3","true","25927.267","25927.267","38.133","18.4","0","0","619.267","810.667","0","0","0","4","4","0.044","2","25927.267","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","24686.4","26719.2","8534.8","27.6","5.067","55760.333","38.533","0.4","0.067","12.8","619.267","55.2","0","0","31.33","11.978","17495.333","48.195","48.195","true","true","within-numerical-targets","Frostfen Outskirts"
"frostfenOutskirts","50","fighter","true","main","3","true","26058","43308.533","38.867","27.304","0","0","297.6","949.333","0","64","85.333","4","4","1.511","2","26058","0","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","trainingField","true",,"true","1","25723.4","26237.8","8699.333","36.933","5.933","60539.267","52.667","0.533","0.133","82.133","297.6","81.911","0","0","60.4","43.033","22719.667","14.694","14.694","true","true","within-numerical-targets","Frostfen Outskirts"
"glacierSpine","60","fighter","false","main","3","true","31858","31858","38.133","22.381","0.056","0","785.933","1322.667","0","0","0","4","4","0","2","30281.3665","5.207","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","30650.2","32546.2","10294.667","38.333","8.267","81822.667","53.667","0.867","0.067","12","785.933","67.144","0.167","0","51.111","37.941","28771.6","10.727","10.727","true","true","within-numerical-targets","Glacier Spine"
"glacierSpine","60","mage","false","main","3","true","29009.867","29009.867","34.8","21.83","0","0","1256","1525.333","0","0","0","4","4","0.367","2","29106.367","-0.332","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","28119.2","29772.4","9262.267","30.533","9.533","75747.467","44.2","0.133","0.133","29.733","1256","65.489","0","0","37.185","12.033","24497.2","18.421","18.421","true","true","within-numerical-targets","Glacier Spine"
"glacierSpine","60","archer","false","main","3","true","30398.2","30398.2","36.467","19.844","0","0","1369.533","1792","0","0","0","4","4","0.078","2","29775.766499999998","2.09","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","28292.4","33359.6","9689.333","30.533","11.2","80353.267","42.733","0.733","0.067","25.467","1369.533","59.533","0","0","33.367","10.819","23529.533","29.192","29.192","true","true","within-numerical-targets","Glacier Spine"
"glacierSpine","60","guardian","false","main","3","true","35885.333","35885.333","43.133","25.604","0.015","0","405.467","928","0","0","0","4","4","0","2","32832.7665","9.297","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","34141","37398.4","11429.4","42.4","5.8","106995.667","59.8","0.933","0.067","38.133","405.467","76.811","0.044","0","56.196","35.378","31143.733","15.225","15.225","true","true","within-numerical-targets","Glacier Spine"
"glacierSpine","60","berserker","false","main","3","true","34456.2","34456.2","41.067","26.622","0","0","541.867","938.667","0","0","0","4","4","0.622","2","31977.699999999997","7.751","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","33657","35142.8","10962.733","40.133","5.867","95474.933","56.333","0.333","0.267","56.667","541.867","79.867","0","0","55.97","35.537","29775.067","15.722","15.722","true","true","within-numerical-targets","Glacier Spine"
"glacierSpine","60","duelist","false","main","3","true","28602.867","28602.867","34.267","19.633","0","0","935.533","1216","0","0","0","4","4","0.033","2","27848.6335","2.708","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","27361","30503.6","9066.6","33.667","7.6","76409.933","48","0.467","0","0","935.533","58.9","0","0","45.022","30.393","26076.133","9.69","9.69","true","true","within-numerical-targets","Glacier Spine"
"glacierSpine","60","fireMage","false","main","3","true","37069.533","37069.533","44.267","27.459","0","0","798.933","1408","0","0","0","4","4","0.111","2","35946.833","3.123","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","35709.4","38229.6","11793.6","37.533","8.8","99248.2","51.667","0.533","0.2","53.867","798.933","82.378","0","0","43.319","17.204","32030.4","15.732","15.732","true","true","within-numerical-targets","Glacier Spine"
"glacierSpine","60","runeMage","false","main","3","true","35236.067","35236.067","42.267","29.267","0","0","887.6","1312","0","0","0","4","4","5.878","2","35171.9","0.182","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","32870.2","36438.4","11214.733","35.867","8.2","96800.4","49.6","0.467","0.067","15.2","887.6","87.8","0","0","56.044","31.774","34524.733","2.06","2.06","true","true","within-numerical-targets","Glacier Spine"
"glacierSpine","60","stormMage","false","main","3","true","30515.2","30515.2","36.2","22.807","0","0","912.2","1333.333","0","0","0","4","4","0","2","30622.4","-0.35","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","29404","31662.6","9633.733","31.867","8.333","76722.4","43.667","0.533","0.067","14.4","912.2","68.422","0","0","33.326","9.852","26404.8","15.567","15.567","true","true","within-numerical-targets","Glacier Spine"
"glacierSpine","60","sniper","false","main","3","true","26405.133","26405.133","31.733","18.745","0","0","1386.133","1952","0","0","0","4","4","0","2","27752.333","-4.854","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","25572","27486","8458.4","29.933","12.2","70589.933","43.333","0.6","0","0","1386.133","56.233","0","0","29.233","6.589","23335.6","13.154","13.154","true","true","within-numerical-targets","Glacier Spine"
"glacierSpine","60","trapper","false","main","3","true","35035.467","35035.467","42","26.652","0","0","764.467","1258.667","0","0","0","4","4","3.333","2","34433.633499999996","1.748","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","34599.8","35349.4","11120.133","37.933","7.867","89420","53.8","0.867","0.133","24","764.467","79.956","0","0","58.641","34.678","31383.467","11.637","11.637","true","true","within-numerical-targets","Glacier Spine"
"glacierSpine","60","beastArcher","false","main","3","true","25593.467","25593.467","31","19.859","0","0","1467.2","1216","0","0","0","4","4","1.411","2","27187.7","-5.864","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","25264","26110.6","8141.6","28.133","7.6","63553.733","40.467","0.267","0","28","1467.2","59.578","0","0","32.685","10.363","20759.133","23.288","23.288","true","true","within-numerical-targets","Glacier Spine"
"glacierSpine","60","fighter","true","main","3","true","37084.867","61758.467","44.333","22.815","0.03","0","651.733","1248","0","79","106.789","4","4","0.122","2","35528.3335","4.381","true","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","34549.6","38419.4","11730","42.267","7.8","100311.333","59.6","0.867","0.067","40.8","651.733","68.444","0.089","0","49.548","36.748","30640.133","21.034","21.034","true","true","within-numerical-targets","Glacier Spine"
"stormbreakCliffs","60","fighter","false","main","3","true","28704.733","28704.733","31.933","41.096","0.03","0","510.733","1130.667","0","0","0","4","4","0","2","30281.3665","-5.207","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","27986.2","29721.6","8397.467","30.667","7.067","68317.667","45.067","0.133","0.067","20.667","510.733","123.289","0.089","227.067","58.344","27.159","24374.8","17.764","17.764","true","true","requires-tuning","Stormbreak Cliffs"
"stormbreakCliffs","60","mage","false","main","3","true","29202.867","29202.867","32.6","37.259","0.182","0","405.267","1066.667","0","0","0","4","4","0","2","29106.367","0.332","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","28969","29357.2","8794.2","28.6","6.667","67807.6","40.333","0.533","0.067","2.533","405.267","111.778","0.544","248.533","43.885","8.63","24533","19.035","19.035","true","true","requires-tuning","Stormbreak Cliffs"
"stormbreakCliffs","60","archer","false","main","3","true","29153.333","29153.333","32.4","38.752","0.093","0","369.267","1226.667","0","0","0","4","4","0","2","29775.766499999998","-2.09","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","27446.2","31565.2","8547.6","26","7.667","68099.067","36.6","0.533","0","0","369.267","116.256","0.278","267.067","43.7","7.541","19878.8","46.655","46.655","true","true","requires-tuning","Stormbreak Cliffs"
"stormbreakCliffs","60","guardian","false","main","3","true","29780.2","29780.2","33.267","50.678","0.004","0","251.333","864","0","0","0","4","4","0.033","2","32832.7665","-9.297","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","29566.2","30135.4","8880.4","31.867","5.4","78363.933","44.867","0.467","0.133","3.067","251.333","152.033","0.011","204.8","66.956","22.252","26044.267","14.345","14.345","true","true","requires-tuning","Stormbreak Cliffs"
"stormbreakCliffs","60","berserker","false","main","3","true","29499.2","29499.2","33.067","46.47","0.052","0","464.667","874.667","0","0","0","4","4","0","2","31977.699999999997","-7.751","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","27020.2","31287.8","8843","32.333","5.467","73093.733","46.8","0.267","0.133","23.8","464.667","139.411","0.156","190.067","64.615","25.789","25504.067","15.665","15.665","true","true","requires-tuning","Stormbreak Cliffs"
"stormbreakCliffs","60","duelist","false","main","3","true","27094.4","27094.4","30.267","38.244","0","0","553.4","981.333","0","0","0","4","4","0","2","27848.6335","-2.708","false","Measured route coverage and sample protocol sufficient for review; class/map balance still requires cohort judgment.","deepField","true",,"true","2","25734.4","28006.8","8049.067","30.2","6.133","62614.667","42.667","0.6","0.067","28.333","553.4","114.733","0","240.667","55.763","25.841","25108.267","7.91","7.91","true","true","requires-tuning","Stormbreak Cliffs"
